,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
8106,23,4,252153,16,10,5,8,2,5,1,0,0,28,39,0
8107,45,1,45891,16,10,1,1,5,5,2,0,0,42,39,0
8108,30,4,112263,2,7,1,6,4,5,2,0,0,40,39,0
8109,20,4,47791,3,8,1,8,2,5,1,0,0,10,39,0
8110,41,4,202980,12,9,3,3,1,5,2,0,0,4,29,0
8111,21,4,34918,12,9,5,12,4,5,1,0,0,30,39,0
8112,48,4,91251,6,4,3,8,1,2,2,0,0,30,3,0
8113,31,4,132996,12,9,3,10,1,5,2,5178,0,45,39,1
8114,34,4,306215,9,11,5,6,2,3,2,0,0,40,39,0
8115,25,4,203570,12,9,6,8,5,3,2,0,0,40,39,0
8116,41,6,355918,10,13,6,3,2,5,2,0,0,35,39,0
8117,35,6,198841,15,15,3,10,1,5,2,0,0,50,39,1
8118,42,4,282964,10,13,1,4,5,5,1,0,0,40,39,0
8119,34,6,312197,12,9,3,14,1,5,2,0,0,75,26,1
8120,44,4,98779,1,6,3,7,1,5,2,4386,0,60,39,0
8121,32,4,200246,10,13,3,4,1,5,2,0,0,40,39,1
8122,25,4,182771,16,10,5,12,4,2,2,0,0,40,39,0
8123,23,4,199908,2,7,3,14,1,5,2,0,0,50,39,0
8124,36,4,172104,15,15,5,10,2,4,2,0,0,40,19,1
8125,53,6,35295,10,13,5,12,5,5,2,0,0,60,39,1
8126,27,4,216858,11,16,5,10,2,5,2,0,0,52,39,0
8127,27,4,332187,10,13,5,1,2,5,1,0,0,65,39,0
8128,57,4,255109,12,9,5,4,2,5,1,0,0,45,39,0
8129,17,4,111332,2,7,5,12,4,5,1,0,0,20,39,0
8130,59,2,238431,12,9,1,1,5,5,1,0,0,38,39,0
8131,34,4,131552,12,9,5,8,4,5,1,0,0,40,39,0
8132,30,4,110239,1,6,3,14,1,5,2,0,0,55,39,0
8133,31,7,255830,8,12,5,1,4,3,1,0,0,45,39,0
8134,18,0,175648,2,7,5,0,4,5,2,0,0,40,39,0
8135,23,4,82998,16,10,5,12,2,5,2,0,0,30,39,0
8136,19,4,164320,12,9,5,14,4,5,2,0,0,40,39,0
8137,20,6,263498,9,11,5,5,4,5,2,0,0,40,39,0
8138,52,6,162381,12,9,1,12,2,5,2,0,0,40,39,0
8139,39,2,229651,10,13,3,10,1,5,2,0,0,50,39,1
8140,27,4,357348,12,9,6,8,5,5,1,0,0,50,39,0
8141,19,4,269657,16,10,5,12,2,5,1,0,0,35,39,0
8142,38,2,82880,10,13,3,10,6,5,1,0,0,15,39,0
8143,19,4,389755,12,9,5,6,4,5,2,0,0,16,39,0
8144,34,4,195136,10,13,3,10,6,5,1,0,1887,40,39,1
8145,41,4,207685,12,9,3,14,1,5,2,0,0,45,0,0
8146,23,4,222925,12,9,3,7,4,5,1,2105,0,40,39,0
8147,24,0,196388,8,12,5,0,2,5,2,0,0,12,39,0
8148,24,4,50341,10,13,5,1,2,5,1,0,0,40,39,0
8149,22,4,214134,1,6,5,14,2,1,2,0,0,84,39,0
8150,45,4,114032,15,15,3,10,1,5,2,0,0,60,39,1
8151,45,4,192053,12,9,3,4,1,5,2,0,0,60,39,1
8152,48,4,240231,10,13,3,4,1,2,2,0,0,40,24,1
8153,42,4,44402,10,13,3,12,1,5,2,0,0,60,39,0
8154,35,6,191503,16,10,3,12,1,5,2,0,0,50,39,0
8155,32,4,163530,12,9,1,8,5,1,1,0,0,40,39,0
8156,51,2,136823,12,9,3,4,6,5,1,0,0,32,39,0
8157,59,4,121912,16,10,3,4,1,5,2,0,0,40,39,1
8158,31,2,58624,12,9,5,14,4,5,2,0,0,40,39,0
8159,27,2,74056,10,13,5,13,2,5,2,0,0,50,39,0
8160,29,4,144259,10,13,3,6,1,3,2,4386,0,80,0,1
8161,57,4,182028,8,12,7,1,2,5,1,0,0,35,39,0
8162,40,4,209040,12,9,5,8,2,5,2,0,0,40,39,0
8163,31,4,206046,12,9,1,7,2,5,2,0,0,40,39,0
8164,23,4,182494,6,4,5,7,4,5,2,0,0,40,39,0
8165,42,4,185057,12,9,6,1,5,5,1,0,0,35,34,0
8166,60,4,147473,12,9,3,12,1,5,2,0,0,40,39,0
8167,53,2,221722,13,14,5,4,2,5,1,14344,0,50,39,1
8168,20,0,388811,16,10,5,0,4,5,1,0,0,40,39,0
8169,27,4,221912,12,9,5,6,4,5,2,0,0,40,39,0
8170,31,4,48189,12,9,3,14,1,5,2,0,0,45,39,0
8171,29,7,382272,10,13,5,3,2,5,2,0,0,40,39,0
8172,22,4,48347,10,13,5,5,4,5,2,0,0,40,39,0
8173,42,4,143046,10,13,5,10,2,5,1,0,1564,38,39,1
8174,63,5,137940,15,15,3,10,1,5,2,15024,0,50,39,1
8175,28,4,249571,12,9,3,12,1,5,2,0,0,40,39,0
8176,79,4,121318,16,10,3,1,1,5,2,0,0,20,39,0
8177,39,4,224531,12,9,3,3,1,5,2,7298,0,40,39,1
8178,29,4,185019,3,8,5,8,2,4,2,0,0,40,39,0
8179,60,4,27886,6,4,1,8,2,5,2,0,0,40,39,0
8180,58,4,94741,3,8,3,8,6,5,1,0,0,24,39,0
8181,20,4,107801,8,12,5,8,4,5,1,0,2205,18,39,0
8182,44,4,191256,12,9,3,14,1,5,2,0,0,65,39,1
8183,47,4,256866,12,9,3,14,1,5,2,0,0,48,39,0
8184,59,4,197148,12,9,3,11,1,5,2,0,0,24,39,1
8185,37,4,312271,13,14,1,4,2,5,2,0,0,65,39,0
8186,21,4,118657,12,9,6,7,3,5,2,0,0,40,39,0
8187,68,4,224338,9,11,7,4,2,5,1,0,0,40,39,0
8188,43,4,242488,16,10,3,1,1,5,2,5013,0,40,39,0
8189,23,0,234970,16,10,5,0,4,3,1,0,0,40,39,0
8190,23,4,227915,12,9,5,3,5,5,1,0,0,33,39,0
8191,40,2,105717,13,14,5,1,2,5,1,0,1876,35,39,0
8192,45,6,160962,16,10,5,12,4,5,1,0,0,35,39,0
8193,34,0,353881,9,11,3,0,1,5,2,3103,0,60,39,1
8194,22,4,188950,16,10,5,13,4,5,2,0,0,40,39,0
8195,38,4,201328,10,13,3,10,1,5,2,0,0,50,39,1
8196,24,4,218678,16,10,5,12,2,5,2,0,0,49,39,0
8197,23,4,184255,12,9,3,12,6,5,1,0,0,40,39,0
8198,39,1,200968,16,10,3,1,3,5,2,0,0,45,39,1
8199,26,4,102264,16,10,5,3,2,5,2,0,0,40,39,0
8200,24,4,300584,12,9,5,6,5,5,2,0,0,40,39,0
8201,22,4,208946,16,10,5,1,4,5,2,0,0,25,39,0
8202,36,4,105021,10,13,3,10,1,5,2,0,0,55,39,0
8203,20,4,124751,16,10,5,9,4,5,1,0,0,20,39,0
8204,18,4,274057,2,7,5,8,4,3,2,0,0,8,39,0
8205,38,4,132879,10,13,3,4,1,5,2,0,0,40,39,1
8206,43,5,260960,10,13,1,5,2,5,2,0,0,35,39,0
8207,56,4,208415,12,9,1,4,2,3,2,0,0,40,0,0
8208,42,4,356934,13,14,3,4,1,5,2,0,0,40,39,1
8209,35,4,154410,10,13,3,4,1,5,2,0,0,50,39,1
8210,31,4,35378,16,10,1,1,2,5,1,0,0,45,39,0
8211,73,4,301210,4,2,3,14,1,5,2,0,1735,20,39,0
8212,32,4,73621,16,10,1,4,5,5,1,0,0,42,39,0
8213,37,4,108140,13,14,3,4,1,5,2,15024,0,45,39,1
8214,66,4,217198,12,9,3,6,1,5,2,0,0,10,39,0
8215,22,4,157332,12,9,5,8,4,5,1,0,0,35,39,0
8216,51,4,202956,9,11,3,12,1,5,2,0,0,40,39,0
8217,31,4,173495,12,9,5,8,4,5,2,0,0,35,39,0
8218,65,4,149811,12,9,1,1,5,5,1,0,2206,59,2,0
8219,39,4,444219,12,9,3,3,6,3,1,0,0,45,39,0
8220,48,4,125120,16,10,3,1,6,5,1,0,0,37,39,0
8221,20,4,190429,16,10,5,8,2,5,1,0,0,40,39,0
8222,28,0,190303,8,12,5,0,3,5,2,0,0,40,39,0
8223,48,4,248164,10,13,3,12,1,5,2,4386,0,50,39,1
8224,29,1,208534,15,15,3,10,1,5,2,0,0,80,39,0
8225,36,6,343721,11,16,5,10,2,5,2,0,0,30,0,1
8226,35,5,196373,10,13,3,4,1,5,2,0,0,45,39,1
8227,31,4,433788,16,10,3,14,1,5,2,0,0,40,39,1
8228,48,7,122086,12,9,3,11,1,5,2,0,0,40,39,0
8229,36,4,137314,9,11,5,13,2,5,2,0,0,45,39,0
8230,40,6,33068,12,9,3,5,1,5,2,0,0,50,39,0
8231,57,4,210688,12,9,3,10,1,5,2,0,0,15,39,0
8232,26,2,117833,10,13,5,10,2,5,1,4865,0,35,39,0
8233,37,7,103474,12,9,5,8,4,5,1,0,0,40,39,0
8234,65,4,115880,11,16,3,4,1,5,2,0,0,40,39,1
8235,26,6,233933,1,6,5,10,2,5,1,0,0,32,39,0
8236,42,4,52781,16,10,3,13,1,5,2,0,0,40,39,0
8237,47,4,586657,13,14,3,4,1,5,2,0,0,40,24,1
8238,62,4,113080,6,4,1,3,4,5,2,0,0,40,39,0
8239,27,4,251905,9,11,5,4,4,5,2,0,0,50,39,0
8240,76,6,225964,16,10,7,12,2,5,2,0,0,8,39,0
8241,20,0,194096,16,10,5,0,4,5,1,0,0,40,39,0
8242,29,4,263831,10,13,5,1,4,5,1,0,0,40,39,0
8243,29,4,133136,3,8,3,14,1,5,2,0,0,40,39,1
8244,32,4,121634,1,6,5,7,4,5,2,0,0,40,26,0
8245,22,5,40767,16,10,3,3,1,5,2,0,0,40,39,0
8246,30,1,355789,12,9,5,1,2,3,1,0,0,50,39,0
8247,43,2,311914,16,10,1,1,2,5,1,0,0,40,39,0
8248,23,4,91189,10,13,3,8,1,5,2,0,0,20,39,0
8249,44,1,344060,15,15,3,10,1,5,2,0,0,40,39,1
8250,41,4,113823,10,13,1,8,2,5,2,0,0,40,39,0
8251,49,7,185800,13,14,1,10,5,3,1,7430,0,40,39,1
8252,30,4,76107,12,9,5,14,2,5,2,0,0,45,39,1
8253,23,4,117618,16,10,5,6,4,5,2,0,0,35,39,0
8254,39,4,238008,12,9,7,1,4,5,1,0,0,40,39,0
8255,32,4,136480,10,13,3,12,1,5,2,0,0,60,39,1
8256,50,4,285200,16,10,3,3,1,5,2,0,1887,35,39,1
8257,19,4,351040,16,10,5,1,4,5,1,0,0,40,33,0
8258,35,4,1226583,10,13,3,12,1,5,2,0,0,52,39,1
8259,23,4,195767,12,9,5,3,2,5,2,0,0,40,39,0
8260,25,4,187540,16,10,5,3,2,5,2,0,0,40,39,0
8261,40,4,79372,12,9,1,12,2,5,1,0,0,40,39,0
8262,30,4,226665,10,13,3,4,1,3,2,0,0,42,39,1
8263,52,4,213209,16,10,3,3,1,5,2,0,0,40,39,1
8264,49,4,211005,16,10,3,7,1,3,2,0,0,60,39,0
8265,24,4,96178,10,13,5,1,4,5,1,0,0,40,39,0
8266,46,4,328216,10,13,3,4,1,5,2,15024,0,40,39,1
8267,39,4,110713,10,13,3,12,1,5,2,0,0,50,39,1
8268,45,6,225456,10,13,3,4,1,5,2,0,0,50,39,1
8269,62,2,159908,10,13,3,1,6,5,1,0,1258,38,39,0
8270,43,4,118308,10,13,3,10,1,5,2,0,1977,50,39,1
8271,45,4,180309,16,10,1,7,5,5,1,0,0,40,39,0
8272,62,6,39630,12,9,3,12,1,5,2,0,0,40,39,0
8273,48,4,273828,5,3,5,6,2,5,2,0,0,40,26,0
8274,56,4,172071,12,9,1,8,5,3,1,0,0,40,23,0
8275,28,4,218887,12,9,5,5,5,5,1,0,0,35,39,0
8276,23,4,664670,12,9,5,3,4,3,2,0,0,40,39,0
8277,43,4,209149,12,9,1,8,2,5,1,0,0,35,39,0
8278,26,4,84619,10,13,3,3,1,5,2,0,0,40,39,1
8279,36,4,447346,12,9,3,12,1,5,2,0,0,50,39,1
8280,55,2,37869,11,16,5,10,2,5,1,0,0,60,39,0
8281,48,7,99086,10,13,5,4,2,5,1,0,0,50,39,0
8282,43,4,143582,5,3,3,7,6,2,1,0,2129,72,0,0
8283,38,4,326886,9,11,3,4,1,5,2,0,0,45,39,1
8284,18,4,181755,12,9,5,12,2,5,2,0,0,30,39,0
8285,56,6,249368,12,9,4,4,2,5,2,0,0,70,39,0
8286,39,6,326400,13,14,5,10,2,5,2,0,0,40,39,0
8287,46,4,504725,5,3,6,6,2,5,2,0,0,50,26,0
8288,36,4,88967,2,7,5,14,5,1,2,0,0,65,39,0
8289,42,6,170721,12,9,3,3,1,5,2,0,2002,40,39,0
8290,50,4,148953,12,9,3,14,1,5,2,0,0,50,39,1
8291,17,4,342752,2,7,5,6,4,5,2,0,0,20,39,0
8292,57,4,220871,6,4,7,7,5,3,1,0,0,40,39,0
8293,73,4,29675,12,9,7,8,3,5,1,0,0,12,39,0
8294,50,1,183611,16,10,5,1,2,5,2,0,0,40,39,0
8295,35,4,115215,16,10,5,14,4,5,2,0,0,45,39,0
8296,27,4,152231,16,10,3,7,1,5,2,0,0,45,39,0
8297,24,0,41356,16,10,5,0,2,5,1,0,0,40,39,0
8298,27,4,225142,16,10,5,3,4,5,2,0,0,40,39,0
8299,23,6,121313,12,9,5,3,4,5,2,0,0,40,39,0
8300,25,4,134821,12,9,5,1,4,5,1,0,0,40,39,0
8301,51,4,311350,10,13,3,4,1,5,2,0,0,40,39,1
8302,26,4,102106,1,6,3,1,6,5,1,0,0,40,39,0
8303,47,4,427055,16,10,3,1,1,5,2,0,0,45,26,0
8304,40,4,117860,12,9,1,8,2,3,2,0,0,40,39,0
8305,58,4,285885,7,5,1,8,5,5,1,0,0,40,39,0
8306,25,4,212800,16,10,5,12,4,5,1,0,0,40,39,0
8307,29,4,194864,12,9,3,12,6,5,1,0,0,18,39,0
8308,36,4,31438,2,7,3,14,1,5,2,0,0,43,39,0
8309,46,4,148254,12,9,1,4,2,5,1,0,0,60,39,0
8310,69,4,113035,4,2,7,9,2,3,1,0,0,4,39,0
8311,69,4,106595,12,9,7,1,2,5,1,1848,0,40,39,0
8312,28,4,144521,12,9,5,8,4,3,1,0,0,40,39,0
8313,20,4,172232,12,9,5,1,4,5,2,0,0,48,39,0
8314,54,7,123592,12,9,6,1,5,3,1,3887,0,35,39,0
8315,25,4,191921,16,10,5,14,4,5,2,0,0,40,39,0
8316,64,2,237379,12,9,3,6,1,5,2,3471,0,40,39,0
8317,17,4,208463,12,9,5,12,4,5,1,0,0,20,39,0
8318,53,1,68985,12,9,3,1,1,5,2,0,0,40,39,0
8319,50,4,22418,7,5,1,14,2,5,2,0,0,50,39,0
8320,57,4,163047,12,9,3,4,6,5,1,0,0,38,39,0
8321,51,4,153870,16,10,3,14,1,5,2,0,2603,40,39,0
8322,20,0,124954,16,10,5,0,4,5,2,0,0,30,39,0
8323,47,4,197702,16,10,3,3,1,5,2,0,0,40,39,0
8324,25,4,166415,12,9,5,14,5,5,2,0,0,52,39,0
8325,50,7,116211,15,15,3,4,1,5,2,0,0,52,39,1
8326,20,4,33644,12,9,5,1,4,5,1,0,0,30,39,0
8327,43,7,33331,15,15,3,10,1,5,2,0,1977,70,39,1
8328,46,4,73019,10,13,5,10,2,5,1,0,0,40,39,0
8329,54,4,169182,12,9,6,1,5,5,1,0,0,38,33,0
8330,53,4,20438,16,10,6,4,5,1,1,0,0,15,39,0
8331,21,4,109869,12,9,5,3,4,5,2,0,0,30,39,0
8332,58,4,316849,16,10,1,8,2,5,2,0,0,40,39,0
8333,30,4,208043,10,13,3,12,1,5,2,0,0,55,39,1
8334,61,4,153790,12,9,3,1,6,3,1,0,0,40,39,0
8335,56,7,153451,16,10,1,1,2,5,1,0,0,35,39,0
8336,59,4,96840,12,9,1,8,5,5,1,0,0,40,39,0
8337,72,4,192732,12,9,3,6,1,5,2,0,0,20,39,0
8338,33,4,209101,12,9,5,1,2,5,2,0,0,40,39,0
8339,46,4,146919,12,9,3,1,6,5,1,0,0,40,39,1
8340,46,2,192323,16,10,3,11,1,5,2,0,0,38,39,1
8341,48,4,217019,12,9,5,10,5,3,1,0,0,28,39,0
8342,33,4,198211,12,9,3,4,1,5,2,0,0,40,39,0
8343,21,4,222490,16,10,5,6,4,5,1,0,0,40,39,0
8344,27,4,106758,12,9,1,1,5,5,1,0,0,45,39,0
8345,31,4,561334,12,9,1,14,2,5,2,0,0,40,39,0
8346,28,4,203710,10,13,5,7,2,5,2,0,0,40,39,0
8347,45,2,203322,16,10,1,1,2,5,1,0,0,38,39,0
8348,51,4,123703,12,9,3,7,1,5,2,4386,0,40,39,1
8349,46,7,312015,12,9,5,8,2,3,1,0,0,40,39,0
8350,25,4,209428,16,10,3,12,1,5,2,0,0,25,8,0
8351,61,4,230292,16,10,3,1,1,5,2,7688,0,40,39,1
8352,17,4,114420,2,7,5,12,4,5,1,0,0,30,39,0
8353,26,4,120238,10,13,5,3,2,5,2,3325,0,40,39,0
8354,35,4,100375,1,6,1,3,2,5,2,0,0,60,39,0
8355,33,6,42485,2,7,3,4,1,5,2,0,0,70,39,0
8356,37,4,130620,3,8,3,12,6,2,1,0,0,33,0,0
8357,39,2,134367,12,9,5,1,4,5,1,0,0,35,39,0
8358,42,4,147099,12,9,1,8,5,5,1,0,0,30,39,0
8359,35,4,36214,10,13,3,4,1,5,2,4386,0,47,39,1
8360,45,4,119904,12,9,1,13,2,5,1,0,0,50,39,1
8361,47,5,105779,10,13,5,12,4,5,2,0,0,40,39,1
8362,64,4,165020,2,7,3,3,1,5,2,0,0,48,39,0
8363,39,4,187098,15,15,3,4,6,5,1,15024,0,47,39,1
8364,43,0,142030,12,9,1,0,5,5,1,0,0,40,39,0
8365,34,4,241360,12,9,3,10,1,5,2,0,0,40,0,0
8366,62,4,121319,10,13,3,10,1,5,2,3103,0,40,39,1
8367,53,4,151580,16,10,3,10,1,5,2,15024,0,40,39,1
8368,31,4,162572,10,13,3,4,1,5,2,0,0,40,39,0
8369,26,4,35917,12,9,3,12,1,5,2,0,0,40,39,0
8370,56,5,35723,6,4,3,3,1,5,2,0,0,50,39,1
8371,43,4,194773,16,10,5,8,2,5,1,0,0,40,39,0
8372,33,4,62155,16,10,5,12,2,3,2,0,0,35,39,0
8373,45,6,192203,16,10,3,3,1,5,2,0,1485,40,39,1
8374,46,4,174370,16,10,6,12,2,5,2,0,0,55,39,0
8375,26,4,161007,9,11,3,6,1,5,2,0,0,80,39,0
8376,24,4,270517,12,9,5,8,4,5,1,0,0,40,26,0
8377,43,4,163847,10,13,3,5,1,5,2,0,0,50,39,1
8378,40,4,193882,9,11,5,7,4,5,2,0,0,40,39,0
8379,61,4,160037,6,4,1,8,2,5,2,0,0,35,39,0
8380,34,1,189944,16,10,5,1,2,3,1,0,0,72,39,0
8381,85,4,115364,12,9,7,12,5,5,2,0,0,35,39,0
8382,41,4,163174,12,9,5,1,2,5,1,0,0,40,39,0
8383,31,7,188900,8,12,5,1,2,5,1,3325,0,35,39,0
8384,22,4,214399,16,10,5,12,4,5,1,0,0,30,39,0
8385,60,4,156616,12,9,7,8,5,3,1,0,0,40,39,0
8386,29,4,204862,8,12,1,10,2,5,1,0,0,36,39,0
8387,34,0,55921,12,9,3,0,1,5,2,0,0,40,39,0
8388,35,7,172475,10,13,5,4,2,2,1,2977,0,45,39,0
8389,24,4,153082,12,9,5,12,2,5,2,0,0,30,39,0
8390,45,2,195418,13,14,1,10,2,3,2,0,0,40,39,0
8391,21,2,276840,3,8,5,8,4,3,2,0,0,20,39,0
8392,30,4,97933,8,12,3,14,6,5,1,0,1485,37,39,1
8393,50,5,119099,16,10,3,4,1,5,2,0,0,99,39,1
8394,41,6,83411,12,9,3,4,1,5,2,0,0,40,39,1
8395,21,4,198992,12,9,5,12,2,5,1,0,0,33,39,0
8396,45,4,337825,12,9,3,3,1,5,2,0,0,45,39,0
8397,34,4,192002,10,13,3,4,1,5,2,0,0,40,39,1
8398,28,4,189346,12,9,1,6,4,5,2,0,0,40,39,0
8399,19,4,231962,12,9,5,8,5,5,2,0,0,40,39,0
8400,26,4,164488,10,13,5,10,2,5,2,13550,0,50,39,1
8401,48,4,200471,10,13,3,14,1,5,2,0,0,45,39,1
8402,69,4,228921,10,13,7,10,2,5,2,0,2282,40,39,1
8403,41,4,184846,16,10,1,1,5,5,1,0,0,40,39,0
8404,43,4,233851,10,13,1,1,2,5,1,0,0,40,39,0
8405,28,4,499001,12,9,5,3,5,5,2,0,0,40,26,0
8406,65,2,125768,16,10,1,1,2,5,1,0,0,28,39,0
8407,31,4,255004,10,13,5,4,2,5,2,0,1741,38,39,0
8408,28,4,157624,10,13,5,1,2,5,1,0,0,40,39,0
8409,51,4,146767,10,13,3,10,1,5,2,0,0,40,39,1
8410,45,4,118291,16,10,5,3,2,5,1,0,0,80,39,0
8411,43,4,313181,12,9,1,1,3,3,2,0,0,38,39,0
8412,31,4,87891,8,12,3,12,1,5,2,0,0,60,39,0
8413,31,4,226443,16,10,3,3,1,5,2,0,0,55,39,1
8414,45,4,81132,16,10,3,3,3,2,2,0,0,40,30,0
8415,20,4,216436,10,13,5,12,3,3,1,0,0,30,39,0
8416,25,4,213412,10,13,5,13,5,5,2,0,0,40,39,0
8417,36,4,179358,12,9,7,6,5,5,1,0,0,30,39,0
8418,31,4,369825,10,13,5,12,2,5,2,4101,0,50,39,0
8419,56,4,199763,16,10,3,3,1,5,2,0,0,45,39,0
8420,26,4,239390,10,13,5,12,4,5,2,0,0,18,39,0
8421,47,6,173613,16,10,1,4,2,5,1,0,0,65,39,0
8422,40,5,37869,12,9,3,4,1,5,2,0,0,50,39,0
8423,32,4,302845,12,9,3,4,6,5,1,0,0,48,39,0
8424,34,7,85218,13,14,5,10,5,3,1,0,0,24,39,0
8425,37,4,48268,12,9,3,4,1,5,2,0,0,55,39,0
8426,38,4,173968,12,9,3,3,1,5,2,0,0,45,39,0
8427,19,4,70982,9,11,5,8,4,2,2,0,0,16,39,0
8428,49,4,166857,7,5,1,6,2,5,1,0,0,40,39,0
8429,18,0,256191,12,9,5,0,4,3,1,0,0,25,39,0
8430,26,4,162872,8,12,5,10,2,5,1,0,0,40,39,0
8431,82,4,152148,6,4,3,6,1,5,2,0,0,2,39,0
8432,40,4,139193,12,9,1,3,2,5,2,0,0,40,39,0
8433,28,4,791084,16,10,5,3,4,5,2,0,0,50,39,0
8434,23,4,137214,12,9,3,12,1,3,2,0,0,37,39,0
8435,19,4,183258,16,10,5,1,4,5,2,0,0,40,39,0
8436,67,4,154035,12,9,7,6,3,3,2,0,0,32,39,0
8437,43,4,115323,10,13,3,4,1,5,2,3103,0,40,39,1
8438,41,4,213055,8,12,5,1,2,4,1,0,0,50,39,0
8439,37,4,155064,9,11,1,10,5,5,1,0,0,40,39,0
8440,20,4,33551,12,9,5,14,4,5,2,0,0,40,39,0
8441,40,4,169995,12,9,1,3,5,5,2,0,0,40,39,0
8442,47,4,168262,13,14,6,4,2,5,2,99999,0,50,39,1
8443,40,4,104196,12,9,3,13,1,5,2,0,0,40,39,0
8444,39,7,114055,10,13,5,4,2,5,1,0,0,40,39,0
8445,24,4,274398,16,10,5,1,4,3,1,0,0,20,39,0
8446,78,0,27979,12,9,3,0,1,5,2,2228,0,32,39,0
8447,67,0,244122,9,11,7,0,2,5,1,0,0,1,39,0
8448,49,4,196571,10,13,3,12,1,5,2,0,0,45,39,1
8449,66,4,101607,12,9,1,7,2,5,2,0,0,10,39,0
8450,52,4,122109,12,9,5,10,5,5,1,0,323,40,39,0
8451,59,5,255822,12,9,1,4,2,5,2,0,0,60,39,0
8452,72,4,195184,12,9,7,9,5,5,1,0,0,12,5,0
8453,35,1,245372,12,9,5,1,2,5,2,0,0,40,39,0
8454,30,4,169583,10,13,2,4,6,5,1,0,0,40,39,1
8455,36,4,224531,16,10,5,8,2,5,2,0,0,40,39,0
8456,26,4,186151,12,9,6,13,4,5,1,0,0,40,39,0
8457,23,4,118693,10,13,5,8,2,5,2,0,0,35,39,0
8458,39,4,297449,10,13,3,10,1,5,2,0,0,40,39,1
8459,40,6,125206,15,15,3,10,1,5,2,0,0,40,39,0
8460,29,4,393264,10,13,5,10,2,5,2,0,0,40,39,0
8461,38,4,108140,10,13,5,8,2,5,2,0,0,20,39,0
8462,63,4,264968,10,13,5,1,2,5,2,0,0,40,39,0
8463,58,6,318106,12,9,3,4,1,5,2,0,0,40,39,1
8464,30,4,156025,12,9,1,4,5,5,1,0,0,40,39,0
8465,38,7,149455,12,9,5,8,5,3,1,0,0,40,39,0
8466,25,4,359985,5,3,5,1,2,5,1,0,0,33,26,0
8467,44,7,165108,13,14,3,10,1,5,2,0,0,40,39,1
8468,43,4,115178,9,11,3,1,6,5,1,0,0,40,39,1
8469,21,4,149224,16,10,5,14,4,5,2,0,0,30,39,0
8470,41,2,352056,8,12,5,4,2,5,2,0,0,40,39,0
8471,38,4,174717,10,13,3,12,1,5,2,0,0,50,39,1
8472,75,0,173064,10,13,3,0,1,5,2,0,0,6,39,0
8473,29,4,147755,16,10,3,3,1,5,2,0,1672,40,39,0
8474,52,6,135716,12,9,3,5,1,5,2,0,0,70,39,0
8475,47,4,44216,12,9,1,4,5,5,1,0,0,45,39,0
8476,28,4,37359,9,11,3,10,1,5,2,99999,0,50,39,1
8477,24,4,178255,16,10,3,9,6,5,1,0,0,40,0,0
8478,30,7,70617,13,14,3,10,1,2,2,0,0,10,3,0
8479,30,4,154950,16,10,3,4,1,5,2,15024,0,60,39,1
8480,40,4,356934,8,12,1,4,2,5,2,0,0,40,39,1
8481,27,4,271714,16,10,5,8,4,5,1,0,0,30,39,0
8482,26,4,247025,12,9,5,11,5,5,2,0,0,44,39,0
8483,32,4,107417,12,9,5,8,2,5,2,0,0,37,39,0
8484,36,7,116554,10,13,5,1,2,5,1,0,0,40,39,0
8485,26,4,917220,3,8,5,14,4,3,2,0,0,40,39,0
8486,25,4,430084,16,10,5,14,2,3,2,0,0,40,39,0
8487,39,4,202937,16,10,1,13,2,5,1,0,0,40,31,0
8488,27,4,62737,9,11,3,13,1,5,2,0,0,40,39,0
8489,24,4,508548,12,9,3,5,1,5,2,0,0,50,39,0
8490,38,5,275223,10,13,3,12,1,5,2,7688,0,40,39,1
8491,35,6,381931,12,9,3,5,1,5,2,0,0,55,39,0
8492,29,4,246974,9,11,5,13,2,5,2,0,0,40,39,0
8493,49,4,105431,12,9,1,8,2,3,1,0,0,40,39,0
8494,36,4,146311,7,5,3,7,1,5,2,0,0,40,39,0
8495,47,6,159869,11,16,3,3,1,5,2,0,0,50,39,0
8496,21,4,204641,16,10,5,8,4,5,2,0,0,40,39,0
8497,35,4,66297,10,13,5,10,2,2,1,0,0,40,30,1
8498,38,4,227615,4,2,3,6,1,5,2,0,0,40,26,0
8499,66,0,107744,16,10,3,0,1,5,2,0,0,40,39,0
8500,45,4,360393,13,14,3,4,1,5,2,0,1902,50,39,1
8501,19,4,263340,16,10,5,8,4,5,1,0,0,15,39,0
8502,18,4,141918,12,9,5,6,4,5,2,0,0,22,39,0
8503,37,4,294292,15,15,3,4,1,5,2,0,0,40,39,0
8504,49,4,128736,10,13,5,10,5,5,1,0,0,40,39,0
8505,33,2,511289,9,11,3,11,1,5,2,0,0,48,39,1
8506,27,4,302406,16,10,3,12,1,5,2,0,0,40,39,1
8507,34,2,101517,16,10,1,1,5,5,1,0,0,35,39,0
8508,54,7,161334,13,14,4,10,2,2,1,0,0,40,3,0
8509,24,5,189148,16,10,5,14,4,5,2,0,0,40,39,0
8510,44,6,103111,15,15,3,10,1,5,2,0,0,60,39,1
8511,48,6,51620,10,13,6,3,2,5,2,0,0,50,39,0
8512,23,4,31606,12,9,5,1,5,5,1,0,0,40,39,0
8513,29,4,34292,12,9,5,8,4,5,2,0,0,38,39,0
